ts,strategy_id,symbol,event_type,market_state,regime,alpha_mode,reason,confidence,rr,compliance_ok,run_id,side,realized_r,hold_minutes
2026-03-11 23:35:21,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:35:25,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:35:25,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:35:30,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:35:30,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:35:34,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:35:34,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:35:39,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:35:39,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:35:43,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:35:43,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:35:48,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:35:48,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:35:52,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:35:52,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:35:57,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:35:57,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:02,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:02,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:06,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:06,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:11,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:11,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:15,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:15,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:20,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:20,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:24,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:24,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:29,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:29,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:33,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:33,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:37,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:37,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:42,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:42,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:46,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:46,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:51,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:51,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:55,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:36:55,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:00,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:00,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:04,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:04,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:09,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:09,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:13,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:13,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:19,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:19,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:23,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:23,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:27,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:27,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:32,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:32,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:36,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:36,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:41,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:41,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:45,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:45,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:50,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:50,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:54,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:54,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:59,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:37:59,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:03,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:03,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:08,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:08,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:12,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:12,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:17,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:17,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:21,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:21,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:26,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:26,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:30,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:30,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:34,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:34,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:39,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:39,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:44,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:44,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:48,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:48,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:53,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:53,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:57,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:38:57,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:02,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:02,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:06,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:06,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:11,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:11,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:16,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:16,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:20,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:20,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:25,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:25,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:29,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:29,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:34,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:34,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:38,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:38,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:43,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:43,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:47,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:47,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:52,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:52,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:56,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:39:56,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:40:00,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:40:00,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:40:05,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:40:05,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:40:10,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:40:10,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:40:14,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:40:14,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:40:19,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:40:19,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:40:23,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:40:23,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:40:28,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:40:28,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:40:32,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:40:32,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:40:37,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:40:37,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:40:41,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:40:41,A_VALIDATION_PIPELINE_V1,SPY,plan_skipped,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
2026-03-11 23:40:46,A_VALIDATION_PIPELINE_V1,SPY,rejection_reason,CHOP,CHOP,OFF,alpha_mode_off,0.3349,2.0,True,,SELL,,
