"timestamp","run_id","symbol","sid","event","confidence","rr","reason"
"2026-03-09 14:37:22",,,,"heartbeat",,,
"2026-03-09 14:37:22",,,,"regime_fail",,,
"2026-03-09 14:37:22",,,,"regime","0",,"regime_fail"
"2026-03-09 14:37:22",,,,"core_context_fail",,,
"2026-03-09 14:37:22",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:37:22",,,,"alpha_mode_fail",,,
"2026-03-09 14:37:22",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:37:22",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:37:22",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:37:22",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:37:27",,,,"heartbeat",,,
"2026-03-09 14:37:27",,,,"regime_fail",,,
"2026-03-09 14:37:27",,,,"regime","0",,"regime_fail"
"2026-03-09 14:37:27",,,,"core_context_fail",,,
"2026-03-09 14:37:27",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:37:27",,,,"alpha_mode_fail",,,
"2026-03-09 14:37:27",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:37:27",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:37:27",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:37:27",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:37:31",,,,"heartbeat",,,
"2026-03-09 14:37:31",,,,"regime_fail",,,
"2026-03-09 14:37:31",,,,"regime","0",,"regime_fail"
"2026-03-09 14:37:31",,,,"core_context_fail",,,
"2026-03-09 14:37:31",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:37:31",,,,"alpha_mode_fail",,,
"2026-03-09 14:37:31",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:37:31",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:37:31",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:37:31",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:37:36",,,,"heartbeat",,,
"2026-03-09 14:37:36",,,,"regime_fail",,,
"2026-03-09 14:37:36",,,,"regime","0",,"regime_fail"
"2026-03-09 14:37:36",,,,"core_context_fail",,,
"2026-03-09 14:37:36",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:37:36",,,,"alpha_mode_fail",,,
"2026-03-09 14:37:36",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:37:36",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:37:36",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:37:36",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:37:40",,,,"heartbeat",,,
"2026-03-09 14:37:40",,,,"regime_fail",,,
"2026-03-09 14:37:40",,,,"regime","0",,"regime_fail"
"2026-03-09 14:37:40",,,,"core_context_fail",,,
"2026-03-09 14:37:40",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:37:40",,,,"alpha_mode_fail",,,
"2026-03-09 14:37:40",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:37:40",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:37:40",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:37:40",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:37:45",,,,"heartbeat",,,
"2026-03-09 14:37:45",,,,"regime_fail",,,
"2026-03-09 14:37:45",,,,"regime","0",,"regime_fail"
"2026-03-09 14:37:45",,,,"core_context_fail",,,
"2026-03-09 14:37:45",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:37:45",,,,"alpha_mode_fail",,,
"2026-03-09 14:37:45",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:37:45",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:37:45",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:37:45",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:37:50",,,,"heartbeat",,,
"2026-03-09 14:37:50",,,,"regime_fail",,,
"2026-03-09 14:37:50",,,,"regime","0",,"regime_fail"
"2026-03-09 14:37:50",,,,"core_context_fail",,,
"2026-03-09 14:37:50",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:37:50",,,,"alpha_mode_fail",,,
"2026-03-09 14:37:50",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:37:50",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:37:50",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:37:50",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:37:54",,,,"heartbeat",,,
"2026-03-09 14:37:54",,,,"regime_fail",,,
"2026-03-09 14:37:54",,,,"regime","0",,"regime_fail"
"2026-03-09 14:37:54",,,,"core_context_fail",,,
"2026-03-09 14:37:54",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:37:54",,,,"alpha_mode_fail",,,
"2026-03-09 14:37:54",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:37:54",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:37:54",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:37:54",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:37:59",,,,"heartbeat",,,
"2026-03-09 14:37:59",,,,"regime_fail",,,
"2026-03-09 14:37:59",,,,"regime","0",,"regime_fail"
"2026-03-09 14:37:59",,,,"core_context_fail",,,
"2026-03-09 14:37:59",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:37:59",,,,"alpha_mode_fail",,,
"2026-03-09 14:37:59",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:37:59",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:37:59",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:37:59",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:38:03",,,,"heartbeat",,,
"2026-03-09 14:38:03",,,,"regime_fail",,,
"2026-03-09 14:38:03",,,,"regime","0",,"regime_fail"
"2026-03-09 14:38:03",,,,"core_context_fail",,,
"2026-03-09 14:38:03",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:38:03",,,,"alpha_mode_fail",,,
"2026-03-09 14:38:03",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:38:03",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:38:03",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:38:03",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:38:08",,,,"heartbeat",,,
"2026-03-09 14:38:08",,,,"regime_fail",,,
"2026-03-09 14:38:08",,,,"regime","0",,"regime_fail"
"2026-03-09 14:38:08",,,,"core_context_fail",,,
"2026-03-09 14:38:08",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:38:08",,,,"alpha_mode_fail",,,
"2026-03-09 14:38:08",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:38:08",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:38:08",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:38:08",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:38:12",,,,"heartbeat",,,
"2026-03-09 14:38:12",,,,"regime_fail",,,
"2026-03-09 14:38:12",,,,"regime","0",,"regime_fail"
"2026-03-09 14:38:12",,,,"core_context_fail",,,
"2026-03-09 14:38:12",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:38:12",,,,"alpha_mode_fail",,,
"2026-03-09 14:38:12",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:38:12",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:38:12",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:38:12",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:38:17",,,,"heartbeat",,,
"2026-03-09 14:38:17",,,,"regime_fail",,,
"2026-03-09 14:38:17",,,,"regime","0",,"regime_fail"
"2026-03-09 14:38:17",,,,"core_context_fail",,,
"2026-03-09 14:38:17",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:38:17",,,,"alpha_mode_fail",,,
"2026-03-09 14:38:17",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:38:17",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:38:17",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:38:17",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:38:22",,,,"heartbeat",,,
"2026-03-09 14:38:22",,,,"regime_fail",,,
"2026-03-09 14:38:22",,,,"regime","0",,"regime_fail"
"2026-03-09 14:38:22",,,,"core_context_fail",,,
"2026-03-09 14:38:22",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:38:22",,,,"alpha_mode_fail",,,
"2026-03-09 14:38:22",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:38:22",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:38:22",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:38:22",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:38:26",,,,"heartbeat",,,
"2026-03-09 14:38:26",,,,"regime_fail",,,
"2026-03-09 14:38:26",,,,"regime","0",,"regime_fail"
"2026-03-09 14:38:26",,,,"core_context_fail",,,
"2026-03-09 14:38:26",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:38:26",,,,"alpha_mode_fail",,,
"2026-03-09 14:38:26",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:38:26",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:38:26",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:38:26",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:38:31",,,,"heartbeat",,,
"2026-03-09 14:38:31",,,,"regime_fail",,,
"2026-03-09 14:38:31",,,,"regime","0",,"regime_fail"
"2026-03-09 14:38:31",,,,"core_context_fail",,,
"2026-03-09 14:38:31",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:38:31",,,,"alpha_mode_fail",,,
"2026-03-09 14:38:31",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:38:31",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:38:31",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:38:31",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:38:36",,,,"heartbeat",,,
"2026-03-09 14:38:36",,,,"regime_fail",,,
"2026-03-09 14:38:36",,,,"regime","0",,"regime_fail"
"2026-03-09 14:38:36",,,,"core_context_fail",,,
"2026-03-09 14:38:36",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:38:36",,,,"alpha_mode_fail",,,
"2026-03-09 14:38:36",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:38:36",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:38:36",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:38:36",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:38:51",,,,"heartbeat",,,
"2026-03-09 14:38:51",,,,"regime_fail",,,
"2026-03-09 14:38:51",,,,"regime","0",,"regime_fail"
"2026-03-09 14:38:51",,,,"core_context_fail",,,
"2026-03-09 14:38:51",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:38:51",,,,"alpha_mode_fail",,,
"2026-03-09 14:38:51",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:38:51",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:38:51",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:38:51",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:38:56",,,,"heartbeat",,,
"2026-03-09 14:38:56",,,,"regime_fail",,,
"2026-03-09 14:38:56",,,,"regime","0",,"regime_fail"
"2026-03-09 14:38:56",,,,"core_context_fail",,,
"2026-03-09 14:38:56",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:38:56",,,,"alpha_mode_fail",,,
"2026-03-09 14:38:56",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:38:56",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:38:56",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:38:56",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:39:00",,,,"heartbeat",,,
"2026-03-09 14:39:00",,,,"regime_fail",,,
"2026-03-09 14:39:00",,,,"regime","0",,"regime_fail"
"2026-03-09 14:39:00",,,,"core_context_fail",,,
"2026-03-09 14:39:00",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:39:00",,,,"alpha_mode_fail",,,
"2026-03-09 14:39:00",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:39:00",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:39:00",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:39:00",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:39:05",,,,"heartbeat",,,
"2026-03-09 14:39:05",,,,"regime_fail",,,
"2026-03-09 14:39:05",,,,"regime","0",,"regime_fail"
"2026-03-09 14:39:05",,,,"core_context_fail",,,
"2026-03-09 14:39:05",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:39:05",,,,"alpha_mode_fail",,,
"2026-03-09 14:39:05",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:39:05",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:39:05",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:39:05",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:39:10",,,,"heartbeat",,,
"2026-03-09 14:39:10",,,,"regime_fail",,,
"2026-03-09 14:39:10",,,,"regime","0",,"regime_fail"
"2026-03-09 14:39:10",,,,"core_context_fail",,,
"2026-03-09 14:39:10",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:39:10",,,,"alpha_mode_fail",,,
"2026-03-09 14:39:10",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:39:10",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:39:10",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:39:10",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:39:14",,,,"heartbeat",,,
"2026-03-09 14:39:14",,,,"regime_fail",,,
"2026-03-09 14:39:14",,,,"regime","0",,"regime_fail"
"2026-03-09 14:39:14",,,,"core_context_fail",,,
"2026-03-09 14:39:14",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:39:14",,,,"alpha_mode_fail",,,
"2026-03-09 14:39:14",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:39:14",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:39:14",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:39:14",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:39:19",,,,"heartbeat",,,
"2026-03-09 14:39:19",,,,"regime_fail",,,
"2026-03-09 14:39:19",,,,"regime","0",,"regime_fail"
"2026-03-09 14:39:19",,,,"core_context_fail",,,
"2026-03-09 14:39:19",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:39:19",,,,"alpha_mode_fail",,,
"2026-03-09 14:39:19",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:39:19",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:39:19",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:39:19",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:39:23",,,,"heartbeat",,,
"2026-03-09 14:39:23",,,,"regime_fail",,,
"2026-03-09 14:39:23",,,,"regime","0",,"regime_fail"
"2026-03-09 14:39:23",,,,"core_context_fail",,,
"2026-03-09 14:39:23",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:39:23",,,,"alpha_mode_fail",,,
"2026-03-09 14:39:23",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:39:23",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:39:23",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:39:23",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:39:28",,,,"heartbeat",,,
"2026-03-09 14:39:28",,,,"regime_fail",,,
"2026-03-09 14:39:28",,,,"regime","0",,"regime_fail"
"2026-03-09 14:39:28",,,,"core_context_fail",,,
"2026-03-09 14:39:28",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:39:28",,,,"alpha_mode_fail",,,
"2026-03-09 14:39:28",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:39:28",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:39:28",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:39:28",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:39:33",,,,"heartbeat",,,
"2026-03-09 14:39:33",,,,"regime_fail",,,
"2026-03-09 14:39:33",,,,"regime","0",,"regime_fail"
"2026-03-09 14:39:33",,,,"core_context_fail",,,
"2026-03-09 14:39:33",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:39:33",,,,"alpha_mode_fail",,,
"2026-03-09 14:39:33",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:39:33",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:39:33",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:39:33",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:39:38",,,,"heartbeat",,,
"2026-03-09 14:39:38",,,,"regime_fail",,,
"2026-03-09 14:39:38",,,,"regime","0",,"regime_fail"
"2026-03-09 14:39:38",,,,"core_context_fail",,,
"2026-03-09 14:39:38",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:39:38",,,,"alpha_mode_fail",,,
"2026-03-09 14:39:38",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:39:38",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:39:38",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:39:38",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:39:42",,,,"heartbeat",,,
"2026-03-09 14:39:42",,,,"regime_fail",,,
"2026-03-09 14:39:42",,,,"regime","0",,"regime_fail"
"2026-03-09 14:39:42",,,,"core_context_fail",,,
"2026-03-09 14:39:42",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:39:42",,,,"alpha_mode_fail",,,
"2026-03-09 14:39:42",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:39:42",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:39:42",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:39:42",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:39:47",,,,"heartbeat",,,
"2026-03-09 14:39:47",,,,"regime_fail",,,
"2026-03-09 14:39:47",,,,"regime","0",,"regime_fail"
"2026-03-09 14:39:47",,,,"core_context_fail",,,
"2026-03-09 14:39:47",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:39:47",,,,"alpha_mode_fail",,,
"2026-03-09 14:39:47",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:39:47",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:39:47",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:39:47",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:39:51",,,,"heartbeat",,,
"2026-03-09 14:39:51",,,,"regime_fail",,,
"2026-03-09 14:39:51",,,,"regime","0",,"regime_fail"
"2026-03-09 14:39:51",,,,"core_context_fail",,,
"2026-03-09 14:39:51",,,,"core_context",,,"core_context_fail"
"2026-03-09 14:39:51",,,,"alpha_mode_fail",,,
"2026-03-09 14:39:51",,,,"alpha_mode",,,"alpha_mode_fail"
"2026-03-09 14:39:51",,,,"strategy_result",,,"validation_runtime_active_v1"
"2026-03-09 14:39:51",,"SPY","A_VALIDATION_PIPELINE_V1","plan_created","0","2","validation_plan_live_snapshot_v1"
"2026-03-09 14:39:51",,"SPY","A_VALIDATION_PIPELINE_V1","shadow_written",,"2",
"2026-03-09 14:39:56",,,,"heartbeat",,,
"2026-03-09 14:39:56",,,,"regime_fail",,,
"2026-03-09 14:39:56",,,,"regime","0",,"regime_fail"
"2026-03-09 14:39:56",,,,"core_context_fail",,,
"2026-03-09 14:39:56",,,,"core_context",,,"core_context_fail"
